1,emp_no,first_name,last_name,birth_date,from_date,to_date,title
1291,447544,Stabislas,Kakkad,1/22/1965,2/19/1989,1/1/1999,Senior Staff
1292,447613,Paris,Restivo,1/15/1965,11/21/1986,1/1/1999,Senior Engineer
1293,447877,Make,Heuser,1/13/1965,7/2/1988,1/1/1999,Engineer
1294,447931,Martijn,Jeong,1/11/1965,12/14/1990,1/1/1999,Senior Staff
1295,447966,Kamakshi,Hebert,1/5/1965,1/17/1997,1/1/1999,Senior Engineer
1296,447982,Shiv,Baezner,1/25/1965,12/17/1990,1/1/1999,Engineer
1297,447999,Shiv,Vilarrasa,1/5/1965,8/1/1990,1/1/1999,Engineer
1298,448769,Mong,Dichev,1/18/1965,10/11/1997,1/1/1999,Technique Leader
1299,448900,Mart,Talmor,1/16/1965,5/11/1999,1/1/1999,Staff
1300,448918,Chiradeep,Arlazarov,1/23/1965,10/6/1989,1/1/1999,Senior Engineer
1301,448994,Haldun,Syang,1/12/1965,2/11/1997,1/1/1999,Staff
1302,449189,Jahangir,Bernatsky,1/30/1965,9/30/1995,1/1/1999,Senior Staff
1303,449815,Fumitaka,Quittner,1/27/1965,4/20/1988,1/1/1999,Staff
1304,449984,Hinrich,Perin,2/1/1965,11/20/1985,1/1/1999,Engineer
1305,450184,Selwyn,Henseler,1/11/1965,3/9/1993,1/1/1999,Senior Engineer
1306,450255,Udo,Waymire,1/31/1965,6/14/1986,1/1/1999,Technique Leader
1307,450309,Gill,Orlowska,1/8/1965,12/25/1986,1/1/1999,Technique Leader
1308,450475,Saeed,Bahl,1/21/1965,1/29/1991,1/1/1999,Senior Staff
1309,450817,DAIDA,Frolund,1/10/1965,7/17/1987,1/1/1999,Engineer
1310,450888,Sedat,Rande,1/3/1965,3/25/1995,1/1/1999,Senior Staff
1311,450934,Chanjung,Raoux,1/23/1965,5/25/1992,1/1/1999,Engineer
1312,450936,Yuriy,Ponthieu,1/18/1965,12/11/1991,1/1/1999,Senior Staff
1313,451253,Jaihie,Ozeri,1/15/1965,6/21/1991,1/1/1999,Senior Staff
1314,451272,Jacopo,Krohm,1/2/1965,4/24/1991,1/1/1999,Engineer
1315,451275,Bedrich,Isard,1/25/1965,6/7/1986,1/1/1999,Senior Staff
1316,451333,Radhika,Bonifati,1/15/1965,3/11/1995,1/1/1999,Senior Staff
1317,452137,Subir,Miake,1/15/1965,1/9/1999,1/1/1999,Engineer
1318,452206,Arra,Esposito,1/22/1965,11/3/1994,1/1/1999,Staff
1319,452325,Taiji,Berstel,1/14/1965,12/2/1996,1/1/1999,Senior Engineer
1320,452347,Shigeichiro,Brattka,1/7/1965,7/13/1996,1/1/1999,Senior Staff
1321,452365,Fei,Gadepally,1/5/1965,11/13/1988,1/1/1999,Engineer
1322,452956,Gou,Thombley,1/17/1965,11/7/1990,1/1/1999,Senior Engineer
1323,452957,Alair,Nanard,1/3/1965,2/10/1996,1/1/1999,Staff
1324,452982,Lobel,Aloia,1/29/1965,12/29/1994,1/1/1999,Senior Staff
1325,453070,Aran,Rosenbaum,1/6/1965,4/25/1991,1/1/1999,Senior Staff
1326,453154,Gao,Lally,1/3/1965,3/1/1996,1/1/1999,Staff
1327,453644,Berni,Takkinen,1/7/1965,6/8/1992,1/1/1999,Staff
1328,453688,Chinya,Leslie,1/24/1965,10/28/1995,1/1/1999,Engineer
1329,453723,Arne,Kohling,1/15/1965,12/13/1985,1/1/1999,Senior Engineer
1330,453760,Ewing,Rajala,1/13/1965,6/21/1996,1/1/1999,Senior Staff
1331,453790,Fai,Keirsey,1/11/1965,10/12/1994,1/1/1999,Senior Engineer
1332,453913,Stein,Perng,1/23/1965,4/29/1993,1/1/1999,Staff
1333,454338,Mohammed,Georg,1/24/1965,8/3/1998,1/1/1999,Engineer
1334,454378,Gina,Ossenbruggen,1/6/1965,1/3/1998,1/1/1999,Technique Leader
1335,454736,Nechama,Ermel,1/24/1965,6/5/1995,1/1/1999,Engineer
1336,454791,Xiaoqiu,Pietracaprina,1/22/1965,7/9/1994,1/1/1999,Senior Engineer
1337,454825,Kamakshi,Schusler,1/2/1965,5/25/1995,1/1/1999,Senior Engineer
1338,454994,Mohan,Picht,1/1/1965,2/24/1991,1/1/1999,Engineer
1339,455175,Soenke,Zaumen,1/14/1965,2/22/1992,1/1/1999,Senior Staff
1340,455284,Luisa,Baig,1/9/1965,7/12/1996,1/1/1999,Engineer
1341,455726,Qiwen,Kriebel,1/8/1965,12/13/1987,1/1/1999,Senior Staff
1342,455814,Giao,DuCasse,1/28/1965,7/19/1991,1/1/1999,Engineer
1343,455914,Peer,Angelopoulos,1/1/1965,7/23/1989,1/1/1999,Senior Engineer
1344,456767,Tetsurou,Schreiter,1/24/1965,7/17/1987,1/1/1999,Senior Staff
1345,456982,Shounak,Dratva,1/7/1965,1/5/1989,1/1/1999,Engineer
1346,457070,Gay,Plavsic,1/25/1965,8/6/1987,1/1/1999,Senior Staff
1347,457146,Jinpo,Heyers,1/20/1965,1/7/1999,1/1/1999,Staff
1348,457305,Sorina,Lakshmanan,1/15/1965,9/3/1994,1/1/1999,Staff
1349,457337,Xumin,Beidas,1/31/1965,4/27/1995,1/1/1999,Technique Leader
1350,457411,Xudong,Peck,1/13/1965,4/18/1988,1/1/1999,Senior Engineer
1351,457489,Berna,Ranst,1/24/1965,5/14/1985,1/1/1999,Senior Engineer
1352,457611,Indrajit,Krogh,1/9/1965,9/18/1998,1/1/1999,Engineer
1353,457776,Florian,Siepmann,1/15/1965,12/21/1987,1/1/1999,Senior Engineer
1354,457813,Foong,Gargeya,1/28/1965,1/24/1992,1/1/1999,Senior Engineer
1355,457832,Jackson,Zielinski,2/1/1965,9/12/1997,1/1/1999,Senior Engineer
1356,457938,Arch,Picco,1/14/1965,10/22/1997,1/1/1999,Senior Staff
1357,458111,Florian,Tramer,1/23/1965,11/7/1999,1/1/1999,Engineer
1358,458134,Thanasis,Standera,1/11/1965,3/20/1985,1/1/1999,Senior Staff
1359,458191,George,Atchley,1/28/1965,7/2/1997,1/1/1999,Staff
1360,458383,Mabhin,Foote,1/6/1965,4/23/1999,1/1/1999,Engineer
1361,458726,Shahaf,Kitai,1/13/1965,12/26/1986,1/1/1999,Senior Staff
1362,458790,Ramya,Azadmanesh,1/17/1965,11/19/1988,1/1/1999,Senior Engineer
1363,459172,Val,Rissanen,1/19/1965,11/20/1993,1/1/1999,Engineer
1364,459356,Pramod,Wendorf,1/21/1965,12/25/1998,1/1/1999,Engineer
1365,459429,Mohit,Verhaegen,1/14/1965,5/27/1992,1/1/1999,Senior Staff
1366,459685,Hirochika,Goldhammer,2/1/1965,3/12/1998,1/1/1999,Engineer
1367,460131,Adly,Hambrick,1/16/1965,7/25/1997,1/1/1999,Staff
1368,460691,Munehiko,Gihr,1/16/1965,12/6/1989,1/1/1999,Senior Staff
1369,460707,Yoshinari,Lanteri,1/7/1965,12/25/1996,1/1/1999,Senior Engineer
1370,460920,Remzi,Mitzlaff,1/22/1965,4/6/1986,1/1/1999,Senior Staff
1371,461120,Shietung,Gelosh,1/18/1965,4/1/2001,1/1/1999,Engineer
1372,461270,Mrinalini,Mawatari,1/10/1965,1/3/1996,1/1/1999,Staff
1373,461801,Sumali,Cooman,1/3/1965,4/18/1993,1/1/1999,Staff
1374,462493,Paloma,Gerlach,1/12/1965,7/26/1988,1/1/1999,Engineer
1375,462795,Somnath,Cummings,1/5/1965,7/10/1994,1/1/1999,Staff
1376,463023,Itzchak,Penn,1/6/1965,1/21/1999,1/1/1999,Staff
1377,463099,Jinxi,Schmiedel,1/15/1965,9/21/1990,1/1/1999,Senior Staff
1378,463212,Ramya,Rossi,1/9/1965,9/2/2001,1/1/1999,Senior Engineer
1379,463472,Jaber,Sethi,1/11/1965,6/11/2000,1/1/1999,Technique Leader
1380,463495,Alenka,Barriga,1/28/1965,5/6/1988,1/1/1999,Senior Staff
1381,464284,Huiqun,Henders,1/20/1965,5/19/1993,1/1/1999,Senior Staff
1382,464303,Abdelghani,Nyrup,1/22/1965,8/2/1986,1/1/1999,Staff
1383,465062,Stafford,Gist,1/29/1965,5/7/1988,1/1/1999,Senior Engineer
1384,465076,Tokuyasu,Ghelli,1/19/1965,5/5/1985,1/1/1999,Engineer
1385,465085,Vidar,Gunderson,1/18/1965,3/18/1996,1/1/1999,Senior Staff
1386,465409,Shahid,Varman,1/30/1965,8/27/1985,1/1/1999,Staff
1387,465501,Mrinalini,Gire,1/5/1965,11/9/1992,1/1/1999,Senior Staff
1388,465711,Lakshmi,Frijda,1/6/1965,4/21/1990,1/1/1999,Senior Engineer
1389,465853,Kwan,Kampfer,1/1/1965,10/16/1998,1/1/1999,Staff
1390,465874,Herb,Picht,1/12/1965,5/31/1985,1/1/1999,Engineer
1391,466064,Temple,Danlos,1/31/1965,6/13/1994,1/1/1999,Senior Staff
1392,466367,Hiroyasu,Strandh,1/5/1965,6/5/1989,1/1/1999,Senior Staff
1393,466509,Bezalel,Verhoeff,1/26/1965,3/22/1988,1/1/1999,Engineer
1394,466603,Yechezkel,Nourani,1/23/1965,8/1/1991,1/1/1999,Senior Staff
1395,466745,Boalin,Birsak,1/26/1965,10/16/1995,1/1/1999,Senior Staff
1396,467176,Przemyslawa,Borovoy,1/5/1965,6/18/1993,1/1/1999,Staff
1397,467269,Nahum,Lambe,1/18/1965,8/31/1989,1/1/1999,Technique Leader
1398,467392,Mariusz,Rikino,1/7/1965,4/13/1995,1/1/1999,Engineer
1399,467441,Margareta,Bondorf,1/13/1965,11/7/1988,1/1/1999,Senior Engineer
1400,467591,Kiyotoshi,Hennebert,1/17/1965,3/6/2001,1/1/1999,Staff
1401,467886,Sivanarayana,Chandrasekhar,1/2/1965,1/24/1996,1/1/1999,Senior Staff
1402,467918,Tsuneo,Skrikant,1/3/1965,10/21/1997,1/1/1999,Staff
1403,468360,Huei,Saoudi,1/12/1965,8/10/1994,1/1/1999,Technique Leader
1404,468417,Kamakshi,Huhdanpaa,1/25/1965,8/26/1993,1/1/1999,Engineer
1405,468659,Ranga,Lemarechal,1/18/1965,11/5/1989,1/1/1999,Engineer
1406,468773,Baziley,Brookner,1/27/1965,9/22/1993,1/1/1999,Engineer
1407,469104,Nadjib,Comellas,1/21/1965,1/22/1999,1/1/1999,Engineer
1408,469253,Baruch,Basawa,1/17/1965,9/17/1993,1/1/1999,Engineer
1409,469269,Weiyi,Codenie,1/23/1965,5/27/1989,1/1/1999,Engineer
1410,469366,Aiman,Wilfing,1/12/1965,12/30/1990,1/1/1999,Engineer
1411,469399,Hongzhu,Ruemmler,1/25/1965,6/6/2000,1/1/1999,Engineer
1412,469527,Halsur,Ibel,1/24/1965,3/5/1998,1/1/1999,Staff
1413,469529,Neven,Rikino,1/7/1965,10/21/1988,1/1/1999,Senior Engineer
1414,469735,Arif,Stranks,1/30/1965,11/16/1992,1/1/1999,Senior Engineer
1415,469867,Hein,Jonsson,1/23/1965,2/12/1985,1/1/1999,Senior Staff
1416,470456,Reuven,Oehlmann,1/13/1965,3/29/1986,1/1/1999,Senior Staff
1417,470472,Zhiguo,Staudhammer,2/1/1965,12/3/1985,1/1/1999,Engineer
1418,471397,Nigel,Zirintsis,2/1/1965,7/23/1999,1/1/1999,Engineer
1419,471532,Feiyu,Decleir,1/17/1965,9/13/1998,1/1/1999,Technique Leader
1420,471552,Basem,Lortz,1/22/1965,10/25/1997,1/1/1999,Staff
1421,471911,Arun,Zaccaria,1/14/1965,5/31/1990,1/1/1999,Engineer
1422,471939,Kazuhiko,Marshall,1/27/1965,6/4/2001,1/1/1999,Staff
1423,472052,Godehard,Chinal,1/26/1965,12/9/1995,1/1/1999,Assistant Engineer
1424,472143,Yahiko,Sommen,1/25/1965,8/14/1996,1/1/1999,Senior Staff
1425,472238,Jungsoon,Gubsky,1/31/1965,10/9/1990,1/1/1999,Senior Engineer
1426,472790,Zhenbing,Ibel,1/23/1965,10/29/1985,1/1/1999,Senior Engineer
1427,472950,Weidon,Fordan,1/29/1965,3/27/1986,1/1/1999,Senior Engineer
1428,473268,Hugo,Sgarro,1/1/1965,4/24/1992,1/1/1999,Senior Staff
1429,473299,Khaled,Penn,1/12/1965,5/19/1992,1/1/1999,Staff
1430,473490,Pantung,Reeker,1/6/1965,5/11/1992,1/1/1999,Senior Staff
1431,473940,Avishai,Majewski,1/16/1965,1/10/1998,1/1/1999,Engineer
1432,474331,Sugwoo,Eugenio,1/29/1965,3/2/1994,1/1/1999,Senior Staff
1433,474763,Mayuko,Clouatre,1/7/1965,9/4/1997,1/1/1999,Engineer
1434,474796,Zongyan,Shackel,1/10/1965,8/17/1987,1/1/1999,Technique Leader
1435,475087,Genevieve,Snedden,1/31/1965,10/21/1988,1/1/1999,Senior Engineer
1436,475258,Fumiyo,Feinberg,1/10/1965,2/12/2000,1/1/1999,Senior Staff
1437,475538,Christophe,Leaver,1/15/1965,10/31/1998,1/1/1999,Staff
1438,475938,Shigeaki,Lanteri,1/14/1965,2/17/1989,1/1/1999,Senior Engineer
1439,475965,Rimon,Pietracaprina,1/2/1965,7/10/1985,1/1/1999,Engineer
1440,476055,Girolamo,Schlumberger,1/3/1965,3/7/1993,1/1/1999,Staff
1441,476122,Khun,Spieker,1/4/1965,5/7/1995,1/1/1999,Engineer
1442,476327,Reinhold,Binkley,1/31/1965,5/29/1995,1/1/1999,Engineer
1443,476361,Doohun,Preusig,1/9/1965,4/28/1993,1/1/1999,Technique Leader
1444,477350,Terresa,Vigier,1/1/1965,7/8/1998,1/1/1999,Staff
1445,477578,Marit,Paludetto,1/23/1965,9/30/1990,1/1/1999,Senior Engineer
1446,477969,Bluma,Mundy,1/18/1965,10/18/1991,1/1/1999,Senior Engineer
1447,478007,Fumino,Narahara,1/6/1965,9/21/1991,1/1/1999,Engineer
1448,478170,Doowon,Schoegge,1/22/1965,4/13/1995,1/1/1999,Assistant Engineer
1449,478218,Djenana,Erol,1/2/1965,12/3/1999,1/1/1999,Engineer
1450,478439,Yuichiro,Bale,1/15/1965,11/4/1997,1/1/1999,Technique Leader
1451,478768,Arun,Katzenelson,1/3/1965,10/28/1991,1/1/1999,Senior Engineer
1452,478799,Shaw,Borovoy,1/18/1965,5/11/1991,1/1/1999,Senior Staff
1453,478833,Pradeep,Valiente,1/30/1965,9/19/1992,1/1/1999,Senior Engineer
1454,478858,Hidekazu,Perna,1/20/1965,11/8/1999,1/1/1999,Staff
1455,479024,Ewing,Kalorkoti,1/3/1965,12/21/1996,1/1/1999,Engineer
1456,479407,Randi,Tomescu,1/18/1965,11/25/1986,1/1/1999,Assistant Engineer
1457,479601,Kayoko,Bahi,1/19/1965,2/19/1997,1/1/1999,Staff
1458,479695,Masamitsu,Murrill,1/6/1965,6/23/1999,1/1/1999,Staff
1459,480035,Sukumar,Georg,1/26/1965,8/26/1990,1/1/1999,Senior Staff
1460,480066,Suebskul,Menhardt,1/31/1965,7/26/1994,1/1/1999,Engineer
1461,480178,Uinam,Rahier,1/3/1965,2/10/1991,1/1/1999,Senior Staff
1462,480268,Gaurav,Cheshire,1/18/1965,3/30/1989,1/1/1999,Technique Leader
1463,480407,Deniz,Bennis,1/1/1965,6/24/1989,1/1/1999,Engineer
1464,481050,Weiru,Burnard,1/16/1965,10/15/1990,1/1/1999,Staff
1465,481213,Shigehiro,Haldar,1/8/1965,12/14/1991,1/1/1999,Staff
1466,481397,Luisa,Chelton,1/31/1965,8/13/1998,1/1/1999,Assistant Engineer
1467,481764,Teiji,Marrakchi,1/27/1965,8/26/1986,1/1/1999,Senior Engineer
1468,481790,Haldun,Erie,1/22/1965,1/1/1999,1/1/1999,Senior Engineer
1469,482335,Kwangyoen,Peck,1/26/1965,1/16/1994,1/1/1999,Engineer
1470,482354,Jayson,Zockler,1/23/1965,11/6/1999,1/1/1999,Staff
1471,482755,Jouni,Conia,1/3/1965,10/31/1994,1/1/1999,Staff
1472,482885,Shaunak,Brizzi,1/29/1965,9/2/1988,1/1/1999,Engineer
1473,482905,Aral,Hebden,1/16/1965,9/10/1991,1/1/1999,Senior Staff
1474,482944,Duke,Journel,1/26/1965,10/26/1991,1/1/1999,Senior Staff
1475,483401,Rosita,Pokrovskii,1/10/1965,8/3/1996,1/1/1999,Senior Staff
1476,483675,Hausi,Kamber,1/22/1965,2/16/1988,1/1/1999,Senior Engineer
1477,483825,Marek,Mitchem,1/22/1965,11/20/1992,1/1/1999,Senior Engineer
1478,483838,Sham,Kavanagh,1/3/1965,12/18/1997,1/1/1999,Assistant Engineer
1479,483978,Dung,Tanemo,1/24/1965,1/28/1990,1/1/1999,Senior Staff
1480,484126,Manton,Lueh,1/5/1965,4/7/1989,1/1/1999,Senior Staff
1481,484142,Perry,Cooman,1/5/1965,4/23/1987,1/1/1999,Staff
1482,484498,Herbert,Hammerschmidt,1/26/1965,8/22/1996,1/1/1999,Engineer
1483,484756,Phule,Ruemmler,1/16/1965,8/9/1990,1/1/1999,Senior Engineer
1484,485253,Gladys,Parhami,1/14/1965,7/20/1996,1/1/1999,Senior Staff
1485,485489,Keiichiro,Armand,1/1/1965,12/14/1986,1/1/1999,Engineer
1486,485577,Rafael,Menhoudj,1/30/1965,4/27/1997,1/1/1999,Senior Engineer
1487,485579,Munehiro,Iwayama,1/18/1965,12/16/1986,1/1/1999,Engineer
1488,485799,Yoshimitsu,Litvinov,1/27/1965,11/22/1997,1/1/1999,Senior Staff
1489,485817,Mahmut,Bolotov,1/29/1965,2/21/1997,1/1/1999,Engineer
1490,486068,Yefim,Bernardeschi,1/11/1965,6/26/1996,1/1/1999,Staff
1491,486808,Geoffrey,Siochi,1/5/1965,12/27/1998,1/1/1999,Senior Engineer
1492,486918,Yagil,Remmers,1/18/1965,11/1/1994,1/1/1999,Senior Staff
1493,486956,Matt,Ruemmler,1/1/1965,10/14/1993,1/1/1999,Engineer
1494,486958,Tonny,Kropf,1/6/1965,7/30/1986,1/1/1999,Senior Engineer
1495,487008,Zhigen,Raney,1/22/1965,5/26/1993,1/1/1999,Senior Staff
1496,487505,Uno,Jayawardene,1/20/1965,11/2/1987,1/1/1999,Staff
1497,487988,Ekawit,Schaft,1/5/1965,5/20/1990,1/1/1999,Staff
1498,488095,Francoise,Hegner,1/24/1965,12/23/1997,1/1/1999,Senior Staff
1499,488142,Denis,Narlikar,1/5/1965,7/1/1991,1/1/1999,Staff
1500,488482,Kensyu,Tsunoo,1/30/1965,12/5/1999,1/1/1999,Engineer
1501,488540,Breannda,Maquelin,1/22/1965,4/12/1996,1/1/1999,Senior Staff
1502,488619,Georgy,Bennis,1/25/1965,4/11/1998,1/1/1999,Engineer
1503,488693,Jiong,Zultner,1/27/1965,3/10/1993,1/1/1999,Senior Engineer
1504,488707,Mihalis,Remmers,1/16/1965,3/1/1990,1/1/1999,Senior Staff
1505,488752,Nimmagadda,Baja,1/23/1965,2/9/1994,1/1/1999,Senior Staff
1506,488788,Wuxu,Garigliano,1/12/1965,9/21/1990,1/1/1999,Senior Staff
1507,488984,Kendra,Junet,1/18/1965,11/12/1992,1/1/1999,Staff
1508,489755,Matk,Chorvat,1/14/1965,12/4/1999,1/1/1999,Senior Staff
1509,489756,Kersti,Miculan,1/1/1965,6/9/1992,1/1/1999,Senior Staff
1510,489928,Satoru,Janetzko,1/28/1965,7/26/1997,1/1/1999,Assistant Engineer
1511,490551,Lalit,Lindqvist,1/1/1965,11/7/1998,1/1/1999,Engineer
1512,490557,Luise,Vigier,1/27/1965,7/1/1994,1/1/1999,Senior Engineer
1513,490568,Zita,Reistad,1/1/1965,7/23/1998,1/1/1999,Senior Engineer
1514,490720,Younwoo,Samarati,1/19/1965,5/18/2002,1/1/1999,Senior Engineer
1515,491079,Kwangsub,Keirsey,1/6/1965,2/4/1992,1/1/1999,Senior Engineer
1516,491162,Panayotis,Hempstead,1/14/1965,8/29/1994,1/1/1999,Senior Engineer
1517,491478,Gill,Varman,1/16/1965,6/18/1988,1/1/1999,Senior Staff
1518,491596,Charmane,Pargas,1/21/1965,8/3/1992,1/1/1999,Engineer
1519,491632,Gadiel,Perly,1/1/1965,10/20/1986,1/1/1999,Senior Staff
1520,492000,Valeska,Cools,1/10/1965,12/16/1993,1/1/1999,Senior Staff
1521,492052,Udo,Ratnakar,1/11/1965,11/30/1999,1/1/1999,Staff
1522,492217,Heekeun,Verhaegen,1/16/1965,9/28/1991,1/1/1999,Senior Engineer
1523,492639,Sanjoy,Porenta,1/30/1965,7/10/1997,1/1/1999,Engineer
1524,492677,Goetz,McAffer,1/26/1965,2/5/1988,1/1/1999,Engineer
1525,493031,Hironoby,Jakobus,1/23/1965,7/30/1991,1/1/1999,Senior Staff
1526,493048,Muzhong,Berztiss,1/31/1965,1/23/1995,1/1/1999,Senior Staff
1527,493096,Sachem,Msuda,1/31/1965,4/7/1995,1/1/1999,Engineer
1528,493744,Leni,Kropatsch,1/14/1965,7/17/1997,1/1/1999,Senior Engineer
1529,494019,Morrie,Iisaku,1/16/1965,5/6/1991,1/1/1999,Senior Staff
1530,494088,Phule,Dahlbom,1/10/1965,2/6/1989,1/1/1999,Engineer
1531,494493,Masasuke,Koprowski,1/10/1965,11/20/1996,1/1/1999,Staff
1532,494995,Yongmao,Pouyioutas,1/4/1965,8/24/1989,1/1/1999,Senior Staff
1533,496100,Pranjal,Reinhard,1/7/1965,5/8/1995,1/1/1999,Staff
1534,496970,Giordano,Maquelin,1/3/1965,12/31/1999,1/1/1999,Senior Engineer
1535,496978,Danco,Debuse,1/30/1965,9/10/1993,1/1/1999,Senior Staff
1536,497007,Oldrich,Adachi,1/23/1965,8/9/1998,1/1/1999,Engineer
1537,497174,Sanjiv,Bressoud,1/2/1965,4/27/1993,1/1/1999,Senior Engineer
1538,497340,Fayez,Keohane,1/6/1965,9/19/1990,1/1/1999,Senior Staff
1539,497391,Paris,Lieblein,1/30/1965,5/19/1999,1/1/1999,Engineer
1540,497835,Shuho,Laurillard,1/29/1965,10/6/1999,1/1/1999,Technique Leader
1541,498185,Caolyn,Marciano,1/19/1965,6/6/1999,1/1/1999,Senior Engineer
1542,498337,Naraig,Docker,1/30/1965,5/17/1997,1/1/1999,Staff
1543,498456,Geraldo,Gerteisen,1/17/1965,6/5/1987,1/1/1999,Staff
1544,498635,Florian,Pezzoli,1/9/1965,7/22/1988,1/1/1999,Staff
1545,498838,Sanjay,Ciolek,1/16/1965,12/13/1989,1/1/1999,Senior Staff
1546,498845,Arumugam,Pelc,1/9/1965,11/13/1999,1/1/1999,Senior Engineer
1547,498955,Nechama,Kandlur,1/13/1965,1/16/1995,1/1/1999,Engineer
1548,499194,Padma,Delgrange,1/29/1965,8/27/1999,1/1/1999,Senior Staff
1549,499260,Danae,Honglei,1/11/1965,9/14/1998,1/1/1999,Engineer
1550,499495,Baoqiu,Kakkar,1/14/1965,8/30/1999,1/1/1999,Engineer
